_Collision Id,Borough,Boro,Easting,Northing,Vehicle Ref.,Vehicle Type,Vehicle Type (Banded),Vehicle Manoeuvres,Vehicle Skidding,Restricted Lane,Junction Location,Object in C/W,Veh. Leaving C/W,Veh. off C/W,Veh. Impact,VJNYPURP DECODED,Driver Sex,Driver Age,Driver Age (Banded), 
1200262853,CROYDON,20,533264,168491,1,19 GDS =< 3.5T,7 GOODS VEHICLE,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,41,35-64,
1200262918,CROYDON,20,538614,162893,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,5 OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,10 HIT KERB,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,23,17-24,
1200263263,CROYDON,20,531174,168159,1,09 CAR,3 CAR,07 TURNING LEFT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,1 LEFT CWY NEARSIDE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,35,35-64,
1200263305,CROYDON,20,531134,167625,2,09 CAR,3 CAR,04 SLOWING OR STOPPING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,60,35-64,
1200263324,CROYDON,20,532436,164599,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,09 FOOTWAY,8 JCT MID,00 NONE,7 LEFT CWY OFFSIDE,10 HIT OTH OBJECT,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,57,35-64,
1200263336,CROYDON,20,531279,169975,1,09 CAR,3 CAR,10 WAITING TO TURN RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,50,35-64,
1200263351,CROYDON,20,531148,164611,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,24,17-24,
1200264028,CROYDON,20,536492,162754,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,5 OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,36,35-64,
1200264066,CROYDON,20,531246,164878,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,87,65+,
1200264072,CROYDON,20,531175,169449,1,09 CAR,3 CAR,09 TURNING RIGHT,5 OVERTURN,00 ON MAIN CW - NOT REST.,5 LEAVING MAIN RD,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,18,17-24,
1200264180,CROYDON,20,531291,161655,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,2 FEMALE,27,25-34,
1200264192,CROYDON,20,530855,166802,2,19 GDS =< 3.5T,7 GOODS VEHICLE,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 JCT APP,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,54,35-64,
1200264350,CROYDON,20,530698,169461,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,71,65+,
1200264477,CROYDON,20,534129,164460,1,09 CAR,3 CAR,04 SLOWING OR STOPPING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,24,17-24,
1200264587,CROYDON,20,533762,166176,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,33,25-34,
1200264590,CROYDON,20,532523,167044,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,24,17-24,
1200264594,CROYDON,20,537162,163904,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,09 FOOTWAY,3 LEAVING R'ABOUT,07 HIT BOLLARD,1 LEFT CWY NEARSIDE,07 HIT NR/OFF BAR,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,38,35-64,
1200264605,CROYDON,20,537691,163195,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,1 SKIDDED,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,32,25-34,
1200264752,CROYDON,20,532602,165918,2,09 CAR,3 CAR,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,20,17-24,
1200264756,CROYDON,20,532061,160457,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,1 SKIDDED,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,04 HIT PARKED VEH,1 LEFT CWY NEARSIDE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,41,35-64,
1200264760,CROYDON,20,531086,164606,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,71,65+,
1200264874,CROYDON,20,532534,163999,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,50,35-64,
1200265222,CROYDON,20,536335,166518,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,09 FOOTWAY,0 NOT AT JCT,00 NONE,7 LEFT CWY OFFSIDE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,84,65+,
1200265630,CROYDON,20,533234,165452,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,4 ENTERING R'ABOUT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,55,35-64,
1200265661,CROYDON,20,531879,165568,1,13 LONDON BUS,6 BUS/COACH EXCLUDING MINIBUS,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,5 LEAVING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,42,35-64,
1200266003,CROYDON,20,531925,167133,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,29,25-34,
1200266117,CROYDON,20,531574,169756,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,50,35-64,
1200266873,CROYDON,20,531143,167636,1,19 GDS =< 3.5T,7 GOODS VEHICLE,04 SLOWING OR STOPPING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,24,17-24,
1200266913,CROYDON,20,531632,164946,2,19 GDS =< 3.5T,7 GOODS VEHICLE,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,69,65+,
1200266962,CROYDON,20,529807,159198,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,49,35-64,
1200267023,CROYDON,20,533463,164577,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,24,17-24,
1200267419,CROYDON,20,530227,169425,2,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,6 ENTERING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,34,25-34,
1200267438,CROYDON,20,531341,157399,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,11 HIT OTH OBJECT,1 LEFT CWY NEARSIDE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,76,65+,
1200267586,CROYDON,20,531499,161341,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),0 NOT AT JCT,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,35,35-64,
1200267613,CROYDON,20,532814,168250,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),0 NOT AT JCT,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,27,25-34,
1200267806,CROYDON,20,532351,165178,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,28,25-34,
1200268025,CROYDON,20,532229,168703,2,09 CAR,3 CAR,10 WAITING TO TURN RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,19,17-24,
1200268091,CROYDON,20,531718,165910,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,54,35-64,
1200268387,CROYDON,20,533482,170329,2,19 GDS =< 3.5T,7 GOODS VEHICLE,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),0 NOT AT JCT,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,38,35-64,
1200268476,CROYDON,20,531314,167716,1,09 CAR,3 CAR,07 TURNING LEFT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,5 LEAVING MAIN RD,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,21,17-24,
1200268520,CROYDON,20,531721,165991,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,23,17-24,
1200268586,CROYDON,20,531179,168150,2,90 OTHER VEHICLE,8 OTHER VEHICLE,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,04 CYCLE LANE (ON CWY),1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,19,17-24,
1200268664,CROYDON,20,532763,167960,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,36,35-64,
1200268795,CROYDON,20,531188,170048,1,13 LONDON BUS,6 BUS/COACH EXCLUDING MINIBUS,03 GOING AHEAD HELD UP,0 NO SKIDDING/OVERTURN,02 BUS LANE,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,2 FEMALE,45,35-64,
1200268873,CROYDON,20,529277,158014,1,09 CAR,3 CAR,05 MOVING OFF,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,33,25-34,
1200269026,CROYDON,20,533955,168389,1,09 CAR,3 CAR,06 U-TURNING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,29,25-34,
1200269055,CROYDON,20,533543,168150,2,19 GDS =< 3.5T,7 GOODS VEHICLE,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,1 LEFT CWY NEARSIDE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,41,35-64,
1200269459,CROYDON,20,532360,166588,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,30,25-34,
1200269568,CROYDON,20,532368,166103,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,9 UNKNOWN (S/R),00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,34,25-34,
1200269588,CROYDON,20,531093,168356,2,09 CAR,3 CAR,10 WAITING TO TURN RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,23,17-24,
1200269875,CROYDON,20,533704,166628,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,2 FEMALE,21,17-24,
1200270090,CROYDON,20,532424,168359,1,09 CAR,3 CAR,04 SLOWING OR STOPPING,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,67,65+,
1200270121,CROYDON,20,530779,169226,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,09 FOOTWAY,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,45,35-64,
1200270417,CROYDON,20,538056,163502,2,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,51,35-64,
1200270458,CROYDON,20,532421,160246,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,2 FEMALE,47,35-64,
1200270492,CROYDON,20,530928,168816,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,30,25-34,
1200270961,CROYDON,20,530974,168639,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,45,35-64,
1200270992,CROYDON,20,532398,166498,1,09 CAR,3 CAR,17 GOING AHEAD RIGHT BEND,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,51,35-64,
1200271019,CROYDON,20,529651,161976,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,30,25-34,
1200271036,CROYDON,20,531157,166069,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,28,25-34,
1200271147,CROYDON,20,531537,169739,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,3 TAKING PUPIL TO/FROM SCH,1 MALE,31,25-34,
1200271418,CROYDON,20,530739,166315,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,1 SKIDDED,01 TRAM TRACK,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,2 FEMALE,51,35-64,
1200271501,CROYDON,20,531453,164932,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,04 HIT PARKED VEH,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,21,17-24,
1200271545,CROYDON,20,532858,168864,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,20,17-24,
1200271733,CROYDON,20,531706,166519,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,24,17-24,
1200272014,CROYDON,20,532770,170944,2,90 OTHER VEHICLE,8 OTHER VEHICLE,18 GOING AHEAD OTHER,1 SKIDDED,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,33,25-34,
1200272074,CROYDON,20,531445,167822,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),0 NOT AT JCT,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,19,17-24,
1200272432,CROYDON,20,531922,167135,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,41,35-64,
1200272529,CROYDON,20,532091,168994,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,1 SKIDDED,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,40,35-64,
1200272939,CROYDON,20,532426,164796,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,53,35-64,
1200273098,CROYDON,20,534116,168185,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,2 FEMALE,26,25-34,
1200273182,CROYDON,20,532256,165213,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,61,35-64,
1200273875,CROYDON,20,531298,161663,1,09 CAR,3 CAR,16 GOING AHEAD LEFT BEND,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,2 JCT CLEARED,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,3 TAKING PUPIL TO/FROM SCH,2 FEMALE,36,35-64,
1200273987,CROYDON,20,534511,166577,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,26,25-34,
1200274051,CROYDON,20,534845,166582,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,2 FEMALE,25,25-34,
1200274260,CROYDON,20,530744,168357,2,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,3 NOT TRACED,28,25-34,
1200274963,CROYDON,20,532368,166381,1,09 CAR,3 CAR,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),0 NOT AT JCT,99 UNKNOWN (S/R),9 UNKNOWN (S/R),99 UNKNOWN (S/R),1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,52,35-64,
1200275017,CROYDON,20,531088,165003,1,09 CAR,3 CAR,04 SLOWING OR STOPPING,0 NO SKIDDING/OVERTURN,09 FOOTWAY,0 NOT AT JCT,00 NONE,1 LEFT CWY NEARSIDE,00 NONE,1 FRONT HIT FIRST,1 JNY PART OF WORK,1 MALE,31,25-34,
1200275628,CROYDON,20,532124,165484,1,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,10 HIT KERB,7 LEFT CWY OFFSIDE,10 HIT OTH OBJECT,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,21,17-24,
1200275673,CROYDON,20,530852,168329,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,1 SKIDDED,00 ON MAIN CW - NOT REST.,8 JCT MID,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,21,17-24,
1200275743,CROYDON,20,532399,166476,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,34,25-34,
1200275891,CROYDON,20,533459,168240,2,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,2 COMM TO/FROM WORK,1 MALE,26,25-34,
1200275941,CROYDON,20,531203,168076,1,09 CAR,3 CAR,09 TURNING RIGHT,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,0 NOT AT JCT,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,6 UNKNOWN,1 MALE,50,35-64,
1200276100,CROYDON,20,531709,166512,2,09 CAR,3 CAR,18 GOING AHEAD OTHER,0 NO SKIDDING/OVERTURN,00 ON MAIN CW - NOT REST.,1 JCT APP,00 NONE,0 DID NOT LEAVE,00 NONE,1 FRONT HIT FIRST,5 OTHER/NOT KNOWN,1 MALE,33,25-34,
